10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,40,0,0,0,0,0,42,10,10,40,0,0,0,0,0,42,10,10,40,0,0,0,0,0,42,10,10,0,0,0,0,0,0,0,10,10,40,0,0,0,0,0,42,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,40,0,0,0,0,0,42,10,10,40,0,0,0,0,0,42,10,10,40,0,0,0,0,0,42,10,10,0,0,0,0,0,0,0,10,10,40,0,0,0,0,0,42,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,40,0,0,0,0,0,42,10,10,40,0,0,0,0,0,42,10,10,40,0,0,0,0,0,42,10,10,0,0,0,0,0,0,0,10,10,40,0,0,0,0,0,42,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,40,0,0,0,0,0,42,10,10,40,0,0,0,0,0,42,10,10,40,0,0,0,0,0,42,10,10,0,0,0,0,0,0,0,10,10,40,0,0,0,0,0,42,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,40,0,0,0,0,0,42,10,10,40,0,0,0,0,0,42,10,10,40,0,0,0,0,0,42,10,10,0,0,0,0,0,0,0,10,10,40,0,0,0,0,0,42,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,40,0,0,0,0,0,42,10,10,40,0,0,0,0,0,42,10,10,40,0,0,0,0,0,42,10,10,0,0,0,0,0,0,0,10,10,40,0,0,0,0,0,42,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,40,0,0,0,0,0,42,10,10,40,0,0,0,0,0,42,10,10,40,0,0,0,0,0,42,10,10,0,0,0,0,0,0,0,10,10,40,0,0,0,0,0,42,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,40,0,0,0,0,0,42,10,10,40,0,0,0,0,0,42,10,10,40,0,0,0,0,0,42,10,10,0,0,0,0,0,0,0,10,10,40,0,0,0,0,0,42,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,40,0,0,0,0,0,42,10,10,40,0,0,0,0,0,42,10,10,40,0,0,0,0,0,42,10,10,0,0,0,0,0,0,0,10,10,40,0,0,0,0,0,42,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,39,39,39,39,39,10,10,10,10,39,39,39,39,39,10,10,10,10,39,39,39,39,39,10,10,10,0,0,0,0,0,0,0,10,10,10,39,39,39,39,39,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
